Age,Education,EmploymentLengthYears,MonthlyIncome,Dependents,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription,Sentiment_Score,EmploymentType_Full-Time,EmploymentType_Part-Time,EmploymentType_Self-Employed,EmploymentType_Unemployed,EmploymentSector_Education,EmploymentSector_Finance,EmploymentSector_Government,EmploymentSector_Healthcare,EmploymentSector_Manufacturing,EmploymentSector_Other,EmploymentSector_Retail,EmploymentSector_Services,EmploymentSector_Technology,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,PropertyOwnership_Own Outright,PropertyOwnership_Own with Mortgage,PropertyOwnership_Rent,LoanPurpose_Car Loan,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home Improvement,LoanPurpose_Home Purchase,LoanPurpose_Medical,LoanPurpose_Personal,LoanPurpose_Vacation,LoanPurpose_Wedding,Sentiment_Neutral,Sentiment_Positive,Sentiment_Unknown
30,3.0,11,7861.462501811822,0,666,1,1649.0722287341705,7,0,1,23951.010525280413,12,8.59409308717905,1,Applying for financing to cover the cost of the project.,0.9172947406768799,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57,4.0,0,148.9525201631109,0,588,3,51.61292863683164,5,1,0,312920.4403538948,180,19.522119973276773,1,I am applying for a home loan to purchase a new car and the car is not in the car.,0.9989836812019348,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,3.0,13,11399.881833167688,2,696,3,3119.2388913489376,4,1,0,29488.77100954392,24,10.038045046428902,0,Home Improvement: unknown,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
48,0.0,25,9611.620145986124,0,692,4,2881.153699530674,5,1,1,43937.95897331774,48,8.698834900124902,0,I need a car loan to buy a vehicle for my kids.,0.998963475227356,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,3.0,1,9417.062225964995,0,676,3,1993.259217297226,7,1,1,16774.00631086834,36,10.12911997933915,1,I need a personal loan for me.,0.9985173344612122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2.0,0,8375.70030574834,0,786,2,1068.1510589629852,6,1,1,20817.796968715025,48,3.5109081741257726,0,I need a personal loan for me to get back to work.,0.9990493655204773,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,1.0,2,1501.166692178778,0,605,1,464.39551604133766,1,1,0,18551.04961384872,48,12.434286897224066,1,"Applying for financing to cover the costs of the project, the government will also have to pay for the costs of the project.",0.9944987893104553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0.0,1,2303.304284673753,0,529,2,1416.6552472064277,3,1,1,10675.032483460516,48,14.129918913813018,1,"Need funds for the project, and the team will also be working on the project.",0.7406983375549316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,3.0,2,4336.68844859971,0,573,2,1802.8040669308184,0,1,1,35833.040645179055,72,17.038871286923772,0,I need a car loan to buy a vehicle for the next three years.,0.9990642666816711,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,3.0,11,10708.58564200492,0,762,1,1056.8994871401146,5,1,0,28175.863619907665,12,5.836090067013785,0,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1.0,4,2216.480856351817,0,632,0,875.4839732715842,3,0,1,144612.42617393265,360,10.581306769682016,0,I am applying for a home loan to purchase a house in the United States.,0.9913657903671265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,2.0,26,8458.10538433167,1,665,3,1785.743751521926,3,1,1,51663.22476394469,180,10.31007138261442,1,Applying for business credit to a credit card is not a valid credit card.,0.9997792840003967,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1.0,23,8347.23886083569,3,670,3,3137.9857836938577,7,0,1,29729.62274533397,36,7.727452433190129,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19,1.0,0,175.8027237342108,0,487,3,64.75273704666553,1,1,1,155200.571818915,120,13.16966315914921,1,I need a business loan to expand my business.,0.9976586103439331,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,3.0,33,5601.121345177153,1,803,2,811.3082097470591,28,1,0,13609.593301105831,48,4.531983876516881,0,I need a personal loan for the rest of my life.,0.9969384670257568,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,1.0,10,5675.659494534795,3,630,1,1655.648036702354,8,1,1,13229.341165308702,60,11.757967465912555,1,Need to refinance existing loans because the company is still in the process of making sure the loans are repaid.,0.9971714615821838,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,4.0,5,14979.90458729828,0,756,1,2099.337713175085,3,1,1,19095.43701437928,24,5.6403739314898536,1,Applying for financing to cover the cost of a new housing project.,0.9389481544494629,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19,3.0,0,2014.3664131631856,0,560,2,631.1689646858803,1,0,1,26585.019171425047,60,15.047605637495192,1,Home Improvement: unknown,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
19,2.0,0,3028.971694659317,0,597,2,1156.003454422025,1,1,1,108582.12010091783,180,18.92049942705412,1,Home Purchase: unknown,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
64,4.0,27,19194.485085750355,2,770,1,3448.5503192600445,14,1,1,6852.635564371677,24,5.509536362983617,0,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2.0,6,4895.208530470233,0,635,1,1556.1123268451115,9,1,1,491389.46716182906,360,10.302383500646403,1,Need mortgage financing for a mortgage.,0.9898561239242554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,1.0,10,17033.323950977425,0,706,0,4719.766062526877,6,1,1,18389.680309346928,60,7.566655906150272,0,"I want to consolidate my debts to the banks, but I will not do that.",0.9986183643341064,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0.0,1,2448.6476335858,0,529,1,864.4880719958516,0,1,1,8889.285921732557,12,17.414066591081646,1,Applying for financing to cover the cost of the project.,0.9172947406768799,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,2.0,11,8356.573516374405,0,759,1,1953.349932314582,16,1,1,24752.11592810217,60,5.128418027470615,0,Applying for financing to cover the costs of the project.,0.9215720891952515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,1.0,13,4735.478180786025,0,593,2,1441.4595933494254,13,1,0,44890.62352753548,84,19.119837294271665,0,"Applying for student financing for a college degree is not an option, but it is not a requirement.",0.9586800932884216,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22,2.0,1,1762.0893680149784,0,519,2,937.5515644543858,3,0,1,34800.97091248155,36,18.464009080746575,1,Applying for auto financing to purchase a car,0.84236741065979,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,1.0,2,1369.6105625916914,0,607,1,513.2622934421485,1,1,1,96794.48237288606,240,11.063185045440871,1,Seeking financing to start my own family business.,0.9708797931671143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2.0,7,5814.51327238697,0,593,1,2942.252563871431,9,1,1,27858.51106666209,36,19.327671456329224,1,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36,2.0,13,7333.670829791963,0,773,2,1646.7468175407896,9,0,1,42887.01050563139,12,5.506608274489276,0,I want to consolidate my debts to the point where I'm not able to pay my bills.,0.9997900128364563,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,2.0,0,1653.603329560775,2,517,2,991.208336586792,1,1,1,54162.03285665667,240,15.420678939236758,1,Seeking financing to start my own company.,0.9868311882019043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3.0,4,10619.6232928974,0,650,0,4731.890874369914,2,1,1,29564.57516982632,360,12.379739373989493,1,I need a business loan to expand my business.,0.9976586103439331,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1.0,12,8530.072802383427,2,765,2,744.0541919137825,3,0,1,13289.117476679843,12,4.017689523027138,0,Applying for financing to cover the costs of the project.,0.9215720891952515,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,3.0,0,4439.869714816879,3,613,2,1489.7439926049608,4,0,1,89297.29049985029,120,11.285353762385904,1,I need an education loan to pursue a career in economics.,0.9981145858764648,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,3.0,12,18432.898634612808,1,705,1,4496.728736059413,15,1,1,22703.045872515635,48,7.523198955441945,0,Applying for financing to cover costs of the project.,0.925628662109375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,3.0,15,13481.717154020283,2,696,2,4939.827850507509,6,1,0,20279.030318136003,72,7.88492732517896,1,I need a car loan to buy a vehicle for a certain amount of time.,0.9980037808418274,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,3.0,5,9585.100490825012,0,717,0,2876.768687046578,20,1,1,141381.4180455947,360,8.24323583777488,0,"Seeking financing to start my own startup, and to have a good idea of what it means to be a startup.",0.999297022819519,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,1.0,3,1733.3510886874906,0,493,1,1179.306320169551,3,0,0,28606.289928129183,36,17.45482518212208,1,Need funds for the upcoming game.,0.9951817393302917,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64,3.0,35,6021.694778954399,1,677,2,1371.4447415365532,21,1,1,20842.58747861255,72,8.436602796015976,0,Applying for auto financing to purchase a car.,0.8946273326873779,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1.0,1,5461.005336730569,3,626,1,3001.818908569544,4,1,1,19539.693324017244,36,11.134261930058717,1,Applying for financing to cover the cost of the project.,0.9172947406768799,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,2.0,8,11904.753677977144,2,660,2,3812.614707841416,24,0,1,233127.2649523645,120,9.172002118080798,0,Home Purchase: unknown,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
67,3.0,4,8743.290183308978,3,810,0,1397.041340798614,4,1,0,10043.261558255896,12,3.719670278106642,0,Applying for financing to cover the costs of the project.,0.9215720891952515,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2.0,14,5464.36225992839,1,651,2,1783.5339250485565,25,1,1,186918.45554774156,360,9.487808306934204,0,Seeking financing to start my own online business.,0.9848469495773315,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1.0,2,6806.089450761245,2,639,2,2756.717928578222,5,0,1,76614.52318853168,84,12.198425074123026,0,Applying for student financing for the school.,0.9649717807769775,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19,0.0,0,3941.2331424740632,0,457,4,2373.4138255622997,0,1,1,13276.868467454413,12,18.77398342089617,1,I need a personal loan for my children to pay off their debts.,0.9991703033447266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18,2.0,0,1169.0340154338614,0,629,1,451.8919662212928,0,1,1,126975.44274760089,120,10.678913714307694,0,Home Purchase: unknown,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29,3.0,3,10222.1785452513,0,692,0,3588.2291574021924,10,0,1,29907.819796342883,36,7.823751532786373,0,Applying for auto financing to purchase a car is a very important part of the process.,0.9902342557907104,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32,2.0,0,2747.0711921522666,0,555,1,1278.5883625745375,6,1,1,28888.092398873367,48,14.370445899784825,1,Applying for financing to cover the cost of the project.,0.9172947406768799,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52,2.0,28,9392.727338424089,0,729,0,3316.238865484354,26,1,0,14601.06595977751,60,8.466506594167493,0,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,3.0,1,2722.961909108432,0,598,4,1404.990162077169,1,1,1,15273.563808752748,60,17.41013076433179,1,Need funds for the project.,0.9833061099052429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,3.0,2,3622.957635617332,0,550,1,2311.720072888808,5,0,1,246836.02651671253,120,15.26990508451429,1,Looking to buy a house for my family because I was in debt.,0.9981468915939331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60,3.0,21,3436.687933692007,1,616,0,1491.075959640647,4,0,1,15176.617321547334,12,11.714522187881904,0,Need to refinance existing loans because they are not eligible for new loans.,0.9976136684417725,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,4.0,14,10356.693627391816,2,788,2,1499.2553274425152,4,1,1,7603.000225122227,12,5.856810797735281,0,Applying for debt consolidation to reduce debt load.,0.9557139277458191,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25,3.0,3,7528.553838660368,1,637,1,1996.3297302427927,5,0,0,36925.99568869245,72,11.118983871076283,0,"Looking to finance a car because it is a luxury car, and it is the best car to buy.",0.9998403787612915,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63,3.0,9,9866.421557058666,3,728,3,3337.811586958337,15,1,1,391639.16812265816,360,6.29067166939451,1,"I am applying for a home loan to purchase a new home, but I have to wait and see if I can get it.",0.9993701577186584,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,4.0,0,9724.593616178196,3,724,3,1871.70972935104,0,1,1,21424.99723794754,60,7.055685065997202,0,Applying for student financing for the university‬s financial aid program.,0.9494664072990417,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,1.0,7,7203.039750226077,0,811,0,1297.8270962342112,1,0,1,6410.289475677506,36,5.846381772539376,0,I need a personal loan for this to be able to pay for the loan.,0.9992250204086304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,4.0,0,15376.90408826867,0,671,4,4606.128087280072,2,0,0,26520.661730791784,120,8.95821147541794,1,Applying for student financing for a school district that has not been able to provide the funding for a school district that has not been able to provide the funding,0.9995978474617004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
62,5.0,29,11029.919302520388,0,772,1,2129.9950298629437,14,0,1,19727.71336177237,48,5.775847755143836,0,Applying for financing to cover the costs of the project.,0.9215720891952515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,5.0,15,9584.051275290043,0,788,2,1393.2210138935227,9,0,0,22193.051060764017,24,5.23133107884277,0,"Need funds for a new school, which is expected to be the first in the country to open its doors in the first half of 2017.",0.6398888826370239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,2.0,0,1866.645740271928,1,575,3,812.7500312361807,0,1,0,19386.023163266636,48,15.146717801816532,1,Personal: unknown,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,0.0,0,2180.9081258149217,0,634,1,905.7314624712614,6,1,1,139583.27802895635,360,13.042340682710146,1,I am applying for a home loan to purchase a home in the United States.,0.9921103119850159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34,3.0,7,5073.327122577695,1,562,1,2679.4946943496902,4,1,0,10866.05204638634,12,14.066912093312922,1,I need a personal loan for me.,0.9985173344612122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,3.0,27,10654.65992598439,0,730,1,3253.2525676771834,18,1,1,18979.620170733164,60,7.098027660284664,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,1.0,11,7096.897674370301,0,666,4,1180.9701593568454,10,1,1,25537.823685186024,60,10.365749751749828,0,Applying for financing to cover costs of the project.,0.925628662109375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,0.0,0,4544.769379228929,0,491,4,2144.698467159133,1,0,1,76373.83775495346,120,14.359701850036304,1,I need an education loan to pursue a career in the field of finance.,0.9966446161270142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,2.0,8,4984.773197877796,1,620,3,1773.0472644834922,6,1,1,10851.44437543748,24,11.074000304789982,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20,1.0,0,2981.1843109696297,0,544,2,1345.3585544279877,2,1,1,33865.12232396194,36,15.118973983869898,1,Debt Consolidation: unknown,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
42,0.0,4,13607.55061516301,3,627,1,5230.950168382433,22,1,0,25905.6244735703,36,10.557049079553384,1,I need a car loan to buy a vehicle for a living.,0.9988601207733154,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1.0,1,1438.8376333535132,0,500,3,738.8367218523941,2,0,1,24426.77478307188,24,13.863129439116308,1,Need funds for a new project.,0.9936864972114563,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
44,3.0,10,18196.42952704298,2,713,1,7179.621227755452,23,1,1,28272.66987098025,120,7.752491875283104,1,Need funding for my education in the United States is $1.,0.9831817746162415,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19,2.0,0,1910.286098989476,3,601,1,666.5357498631146,1,1,0,73741.8045744854,240,11.205699647194232,1,Seeking financing to start my own project.,0.9866609573364258,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,3.0,0,2467.3195988572074,0,636,0,1107.3314418758566,0,0,0,18305.631286593158,84,12.198334626888574,0,I need an education loan to pursue a career in finance.,0.9976776242256165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66,3.0,25,5814.144581650004,2,620,1,1555.5765332538735,12,1,1,62948.24609423246,120,12.64141331417074,1,"Applying for student financing for the state’s public schools, the state’s public schools, and the federal government’s public schools",0.829371452331543,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
61,3.0,39,6106.208479181895,2,688,3,1202.9470635181456,14,1,0,21328.418332296387,36,9.440052470467831,1,I need a personal loan for my family.,0.9983909130096436,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0.0,13,8356.741675504903,0,733,1,1992.814171395156,18,0,1,315413.3368418893,180,5.771010881732824,1,Need mortgage financing for your home.,0.9979749321937561,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,1.0,23,5208.771977380879,0,636,0,1351.2377595257858,11,0,1,7913.101187268854,12,13.0226436192544,1,I need a personal loan for me.,0.9985173344612122,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,3.0,2,6864.8886535697775,0,742,2,1839.0628045533829,1,1,1,47065.68227325417,120,8.288587432743478,1,Applying for student financing for the university.,0.9011274576187134,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,3.0,4,9030.13117978239,2,656,2,3410.686576405756,1,0,1,34159.51941329041,48,8.712955659357917,1,I need a car loan to buy a vehicle for a long time.,0.9990003705024719,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,2.0,19,13264.151780078932,1,776,0,2005.428085509408,16,1,1,29876.750466670805,84,3.590047045728566,0,Applying for student financing for a project.,0.9012236595153809,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,3.0,0,6637.0962189633865,3,716,0,1130.0296966214266,21,1,1,440403.0032125685,360,6.714175191488976,0,Need mortgage financing for your home.,0.9979749321937561,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,1.0,2,3703.063508256359,1,644,3,966.1917385792556,25,1,1,161268.47661225862,180,11.635209257983512,1,Business: unknown,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0.0,2,1886.826506849164,0,549,2,1113.9458348010785,5,1,1,28517.209158144437,36,13.69090004004377,1,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
49,2.0,0,4935.985240138303,2,602,1,1308.1945780978317,18,0,0,28054.189006549797,48,13.004920755632329,1,I want to consolidate my debts to the people of the country.,0.9939343333244324,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40,3.0,10,10783.853472810664,2,728,1,1811.914750195236,20,1,1,174939.8547178405,180,8.36950419489844,0,Looking to buy a house for my family because they are going to be very upset.,0.9991125464439392,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
47,3.0,13,9889.929926188006,2,736,1,1841.635566751488,4,0,1,353535.6659969887,180,6.773893479370873,1,Home Purchase: unknown,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
64,2.0,35,8900.541580717168,2,706,0,2969.6165743623246,18,0,1,12512.234640010807,24,7.877564175888757,0,Applying for financing to cover the costs associated with the project.,0.96112060546875,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,1.0,0,1291.249564191744,0,555,3,709.0480683663475,0,0,1,12057.578000284992,24,17.836593258118008,1,I need a personal loan for me.,0.9985173344612122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46,3.0,15,13812.21904849731,2,658,2,2298.728387565379,27,0,1,421434.6658432537,360,9.33536594264653,0,Need mortgage financing for the remainder of this year.,0.9911346435546875,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,3.0,0,3609.928733377089,0,601,0,1143.0201934220006,5,1,1,20787.88306003145,60,13.771638815650077,0,Need funding for my education in the United States is $10 million.,0.978205144405365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,1.0,32,4004.9969975537406,0,681,2,839.229880373346,23,1,0,7486.034818983629,24,10.027934261494806,0,Applying for financing to cover the cost of the project.,0.9172947406768799,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
48,3.0,8,9787.090261494435,0,717,3,3239.044315824972,7,1,1,27636.71730343539,48,7.251499817876268,1,Need funds for the construction of a new subway station.,0.9967824220657349,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,3.0,5,6944.047540451731,0,717,1,1062.7074435865852,21,1,1,29246.970667690977,36,8.173429341094213,0,I need a personal loan for my family.,0.9983909130096436,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,2.0,4,3119.391382006957,1,572,4,1593.7243999536702,4,0,1,27270.80370724084,12,16.215125817491515,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
