CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
214,31,Bachelor,Unemployed,Education,0,2444.029539,Married,1,Rent,569,1,678.2570194046299,0,0,1,Business,134368.61549131275,240,18.623189294689265,1,Applying for business credit to the credit card companies is a relatively simple one.
215,52,High School,Part-Time,Retail,13,2893.3788416664147,Married,2,Own with Mortgage,640,0,765.1333493158791,13,1,1,Personal,27572.37487979968,48,12.671218732905626,0,Applying for financing to cover the cost of the project.
216,19,Master,Part-Time,Retail,0,1995.8357996435534,Single,0,Own with Mortgage,540,2,926.5702662420779,1,1,1,Personal,18996.107807720735,36,15.63686753390759,1,Applying for financing to cover the costs of the project.
217,23,High School,Full-Time,Manufacturing,0,1834.3611582893584,Single,0,Rent,518,2,1068.6754009465717,1,1,0,Education,15693.214996043615,84,19.059113719734277,1,Need funding for my education in the past.
218,45,Associate,Full-Time,Manufacturing,8,13852.104858622968,Married,1,Rent,752,3,3379.147932011623,19,1,0,Car Loan,30093.185442704525,60,3.625873817423383,0,Looking to finance a car because itâ€™s a good idea to buy a car because itâ€™s a good idea to buy a car because it
219,66,Associate,Full-Time,Manufacturing,21,6462.981598737339,Single,0,Own with Mortgage,650,0,3345.957385116817,0,0,1,Personal,11160.85701984139,24,12.148813946364331,1,Applying for financing to cover the cost of the program.
220,67,Bachelor,Part-Time,Healthcare,35,4627.968556120861,Married,1,Living with Parents,739,0,1242.9984338377908,15,0,1,Education,20256.097124288543,60,8.260891543658223,0,Need funding for my education in the United States.
221,29,High School,Self-Employed,Retail,10,6041.028297,Single,0,Rent,697,1,2383.2790241642547,4,0,1,Medical,24849.74290920015,24,8.689221150466597,0,Need funds for the research and development of the project.
222,28,Bachelor,Full-Time,Services,4,11706.374552621874,Single,0,Own with Mortgage,751,0,1935.9004410278817,4,1,0,Home Purchase,312393.59435841057,360,5.951420567651809,0,Looking to buy a house for my family because I wanted to be a mom.
223,20,High School,Full-Time,Technology,0,2829.6290076757728,Married,1,Rent,644,0,1247.5828224036677,2,0,0,Vacation,11261.545465139603,48,13.915571433100036,0,I need a personal loan for my children.
224,22,Associate,Full-Time,Education,2,1948.3992238758242,Single,0,Own with Mortgage,646,2,717.7808986,4,0,1,Home Purchase,84773.62860151828,360,10.677038096816183,1,Looking to buy a house for my family because of the fact that I am a single mom.
225,22,Associate,Full-Time,Manufacturing,2,2209.0075681490816,Single,1,Rent,655,3,812.8239818,1,1,0,Car Loan,48943.33212117238,48,10.287937680854622,1,Looking to finance a car because of the high cost of the car.
226,66,Master,Full-Time,Retail,0,14562.97825853113,Married,1,Own Outright,766,1,3037.1327473735614,20,1,1,Home Purchase,174166.0672101099,360,4.901695737347374,0,I am applying for a home loan to purchase a home.
227,61,Below High School,Full-Time,Manufacturing,33,6681.867953333086,Single,0,Own Outright,674,0,1175.0634673418722,14,1,1,Education,46182.44951994166,120,10.229373094035239,0,I need an education loan to pursue a career in finance.
228,38,PhD,Self-Employed,Construction,15,15378.847800861735,Married,1,Own with Mortgage,683,1,3900.343838465765,8,1,1,Personal,23845.742514230464,12,8.441568763794086,1,"I need a personal loan for me to go to university, so I can get my education, but I have to pay for it."
229,30,Bachelor,Full-Time,Manufacturing,11,7861.462501811822,Single,0,Own with Mortgage,666,1,1649.0722287341705,7,0,1,Personal,23951.010525280413,12,8.594093087,1,Applying for financing to cover the cost of the project.
230,57,Master,Unemployed,Technology,0,148.9525201631109,Single,0,Own with Mortgage,588,3,51.61292863683164,5,1,0,Home Purchase,312920.4403538948,180,19.522119973276773,1,I am applying for a home loan to purchase a new car and the car is not in the car.
231,43,Bachelor,Contract,Manufacturing,13,11399.881833167688,Single,2,Own with Mortgage,696,3,3119.2388913489376,4,1,0,Home Improvement,29488.77100954392,24,10.038045046428902,0,
232,48,Below High School,Self-Employed,Other,25,9611.620145986124,Married,0,Own Outright,692,4,2881.153699530674,5,1,1,Car Loan,43937.95897331774,48,8.698834900124902,0,I need a car loan to buy a vehicle for my kids.
233,31,Bachelor,Contract,Technology,1,9417.062225964997,Single,0,Own with Mortgage,676,3,1993.259217297226,7,1,1,Personal,16774.00631086834,36,10.12911997933915,1,I need a personal loan for me.
234,29,Associate,Full-Time,Retail,0,8375.700306,Single,0,Living with Parents,786,2,1068.1510589629852,6,1,1,Vacation,20817.796968715025,48,3.5109081741257726,0,I need a personal loan for me to get back to work.
235,22,High School,Full-Time,Construction,2,1501.166692178778,Single,0,Living with Parents,605,1,464.39551604133766,1,1,0,Personal,18551.04961384872,48,12.434286897224066,1,"Applying for financing to cover the costs of the project, the government will also have to pay for the costs of the project."
236,23,Below High School,Full-Time,Retail,1,2303.3042846737535,Single,0,Rent,529,2,1416.6552472064275,3,1,1,Vacation,10675.032483460516,48,14.129918913813018,1,"Need funds for the project, and the team will also be working on the project."
237,21,Bachelor,Full-Time,Finance,2,4336.688449,Single,0,Own Outright,573,2,1802.8040669308182,0,1,1,Car Loan,35833.040645179055,72,17.038871286923772,0,I need a car loan to buy a vehicle for the next three years.
238,33,Bachelor,Full-Time,Finance,11,10708.58564200492,Single,0,Rent,762,1,1056.8994871401146,5,1,0,Home Improvement,28175.863619907665,12,5.836090067013785,0,I need a personal loan for me.
239,23,High School,Full-Time,Technology,4,2216.480856351817,Single,0,Own with Mortgage,632,0,875.4839732715842,3,0,1,Home Purchase,144612.42617393265,360,10.581306769682016,0,I am applying for a home loan to purchase a house in the United States.
240,46,Associate,Self-Employed,Education,26,8458.105384,Married,1,Own with Mortgage,665,3,1785.743751521926,3,1,1,Business,51663.22476394469,180,10.31007138261442,1,Applying for business credit to a credit card is not a valid credit card.
241,56,High School,Full-Time,Finance,23,8347.238861,Married,3,Own with Mortgage,670,3,3137.9857836938577,7,0,1,Vacation,29729.622745333974,36,7.727452433190129,0,Need funds for the project.
242,19,High School,Unemployed,Manufacturing,0,175.8027237342108,Single,0,Rent,487,3,64.75273704666553,1,1,1,Business,155200.5718,120,13.16966315914921,1,I need a business loan to expand my business.
243,69,Bachelor,Full-Time,Technology,33,5601.121345177153,Married,1,Own Outright,803,2,811.3082097470591,28,1,0,Wedding,13609.593301105831,48,4.531983876516881,0,I need a personal loan for the rest of my life.
244,50,High School,Self-Employed,Government,10,5675.659494534795,Married,3,Own Outright,630,1,1655.648036702354,8,1,1,Debt Consolidation,13229.341165308702,60,11.757967465912557,1,Need to refinance existing loans because the company is still in the process of making sure the loans are repaid.
245,30,Master,Full-Time,Finance,5,14979.904587298279,Single,0,Own with Mortgage,756,1,2099.337713175085,3,1,1,Medical,19095.437014379277,24,5.6403739314898536,1,Applying for financing to cover the cost of a new housing project.
246,19,Bachelor,Unemployed,Government,0,2014.3664131631856,Single,0,Rent,560,2,631.1689646858803,1,0,1,Home Improvement,26585.019171425047,60,15.047605637495192,1,
247,19,Associate,Full-Time,Finance,0,3028.971694659317,Single,0,Rent,597,2,1156.003454422025,1,1,1,Home Purchase,108582.12010091783,180,18.92049942705412,1,
248,64,Master,Self-Employed,Technology,27,19194.485085750355,Widowed,2,Own with Mortgage,770,1,3448.5503192600445,14,1,1,Medical,6852.635564371677,24,5.509536362983617,0,Applying for financing to cover the costs of the project.
249,28,Associate,Part-Time,Government,6,4895.208530470233,Single,0,Living with Parents,635,1,1556.1123268451117,9,1,1,Home Purchase,491389.46716182906,360,10.302383500646405,1,Need mortgage financing for a mortgage.
250,40,High School,Self-Employed,Manufacturing,10,17033.323950977425,Single,0,Own with Mortgage,706,0,4719.766062526877,6,1,1,Debt Consolidation,18389.680309346928,60,7.566655906150272,0,"I want to consolidate my debts to the banks, but I will not do that."
251,20,Below High School,Self-Employed,Education,1,2448.647634,Single,0,Rent,529,1,864.4880719958516,0,1,1,Wedding,8889.285921732557,12,17.414066591081646,1,Applying for financing to cover the cost of the project.
252,64,Associate,Full-Time,Construction,11,8356.573516374405,Single,0,Own with Mortgage,759,1,1953.349932314582,16,1,1,Wedding,24752.11592810217,60,5.128418027470615,0,Applying for financing to cover the costs of the project.
253,38,High School,Full-Time,Finance,13,4735.478180786025,Divorced,0,Own with Mortgage,593,2,1441.4595933494254,13,1,0,Education,44890.62352753548,84,19.119837294271665,0,"Applying for student financing for a college degree is not an option, but it is not a requirement."
254,22,Associate,Full-Time,Other,1,1762.0893680149784,Married,0,Rent,519,2,937.5515644543858,3,0,1,Car Loan,34800.97091248155,36,18.464009080746578,1,Applying for auto financing to purchase a car
255,23,High School,Part-Time,Finance,2,1369.6105625916914,Single,0,Living with Parents,607,1,513.2622934421485,1,1,1,Business,96794.48237288606,240,11.063185045440873,1,Seeking financing to start my own family business.
256,32,Associate,Full-Time,Construction,7,5814.513272,Single,0,Own with Mortgage,593,1,2942.252563871431,9,1,1,Home Improvement,27858.51106666209,36,19.327671456329224,1,I need a personal loan for me.
257,36,Associate,Full-Time,Retail,13,7333.670829791963,Single,0,Rent,773,2,1646.7468175407896,9,0,1,Debt Consolidation,42887.01050563139,12,5.506608274489276,0,I want to consolidate my debts to the point where I'm not able to pay my bills.
258,23,Associate,Part-Time,Government,0,1653.6033295607747,Single,2,Living with Parents,517,2,991.2083366,1,1,1,Business,54162.03285665667,240,15.420678939236758,1,Seeking financing to start my own company.
259,25,Bachelor,Full-Time,Retail,4,10619.623292897399,Single,0,Living with Parents,650,0,4731.890874369914,2,1,1,Business,29564.57516982632,360,12.379739373989493,1,I need a business loan to expand my business.
260,37,High School,Full-Time,Healthcare,12,8530.072802383427,Married,2,Own with Mortgage,765,2,744.0541919137825,3,0,1,Vacation,13289.117476679845,12,4.017689523027138,0,Applying for financing to cover the costs of the project.
261,24,Bachelor,Unemployed,Technology,0,4439.869714816879,Married,3,Own Outright,613,2,1489.7439926049608,4,0,1,Education,89297.29049985029,120,11.285353762385903,1,I need an education loan to pursue a career in economics.
262,35,Bachelor,Self-Employed,Other,12,18432.898634612808,Divorced,1,Own with Mortgage,705,1,4496.728736059413,15,1,1,Wedding,22703.045872515635,48,7.523198955441945,0,Applying for financing to cover costs of the project.
263,52,Bachelor,Self-Employed,Finance,15,13481.717154020283,Married,2,Rent,696,2,4939.827850507509,6,1,0,Car Loan,20279.030318136003,72,7.884927325,1,I need a car loan to buy a vehicle for a certain amount of time.
264,38,Bachelor,Full-Time,Services,5,9585.100490825012,Married,0,Rent,717,0,2876.7686870465786,20,1,1,Business,141381.4180455947,360,8.243235838,0,"Seeking financing to start my own startup, and to have a good idea of what it means to be a startup."
265,22,High School,Part-Time,Technology,3,1733.3510886874906,Single,0,Rent,493,1,1179.3063201695513,3,0,0,Medical,28606.289928129183,36,17.45482518212208,1,Need funds for the upcoming game.
266,64,Bachelor,Full-Time,Healthcare,35,6021.694778954399,Married,1,Own Outright,677,2,1371.4447415365532,21,1,1,Car Loan,20842.58747861255,72,8.436602796015976,0,Applying for auto financing to purchase a car.
267,26,High School,Full-Time,Services,1,5461.005336730569,Married,3,Own with Mortgage,626,1,3001.818908569544,4,1,1,Vacation,19539.693324017244,36,11.134261930058717,1,Applying for financing to cover the cost of the project.
268,45,Associate,Full-Time,Services,8,11904.753677977145,Married,2,Own with Mortgage,660,2,3812.6147078414156,24,0,1,Home Purchase,233127.2649523645,120,9.172002118080798,0,
269,67,Bachelor,Full-Time,Other,4,8743.290183308978,Married,3,Own with Mortgage,810,0,1397.0413407986139,4,1,0,Personal,10043.261558255896,12,3.719670278106642,0,Applying for financing to cover the costs of the project.
270,43,Associate,Full-Time,Healthcare,14,5464.36226,Married,1,Own with Mortgage,651,2,1783.5339250485563,25,1,1,Business,186918.45554774153,360,9.487808306934204,0,Seeking financing to start my own online business.
271,44,High School,Self-Employed,Retail,2,6806.089450761245,Divorced,2,Rent,639,2,2756.717928578222,5,0,1,Education,76614.52318853168,84,12.198425074123026,0,Applying for student financing for the school.
272,19,Below High School,Unemployed,Construction,0,3941.2331424740632,Single,0,Own with Mortgage,457,4,2373.4138255622993,0,1,1,Medical,13276.868467454413,12,18.773983420896172,1,I need a personal loan for my children to pay off their debts.
273,18,Associate,Part-Time,Retail,0,1169.0340154338614,Single,0,Own with Mortgage,629,1,451.8919662212928,0,1,1,Home Purchase,126975.44274760089,120,10.678913714307694,0,
274,29,Bachelor,Full-Time,Healthcare,3,10222.17855,Divorced,0,Rent,692,0,3588.2291574021924,10,0,1,Car Loan,29907.819796342883,36,7.823751532786373,0,Applying for auto financing to purchase a car is a very important part of the process.
275,32,Associate,Unemployed,Services,0,2747.0711921522666,Single,0,Own with Mortgage,555,1,1278.5883625745375,6,1,1,Personal,28888.092398873367,48,14.370445899784823,1,Applying for financing to cover the cost of the project.
276,52,Associate,Full-Time,Finance,28,9392.727338424087,Single,0,Own with Mortgage,729,0,3316.238865484354,26,1,0,Vacation,14601.06595977751,60,8.466506594167493,0,I need a personal loan for me.
277,23,Bachelor,Part-Time,Construction,1,2722.961909108432,Single,0,Own Outright,598,4,1404.9901620771693,1,1,1,Vacation,15273.563808752748,60,17.41013076433179,1,Need funds for the project.
278,23,Bachelor,Self-Employed,Construction,2,3622.9576356173316,Single,0,Own with Mortgage,550,1,2311.720072888808,5,0,1,Home Purchase,246836.02651671253,120,15.26990508451429,1,Looking to buy a house for my family because I was in debt.
279,60,Bachelor,Part-Time,Manufacturing,21,3436.687933692007,Married,1,Own with Mortgage,616,0,1491.075959640647,4,0,1,Debt Consolidation,15176.617321547334,12,11.714522187881903,0,Need to refinance existing loans because they are not eligible for new loans.
280,51,Master,Full-Time,Government,14,10356.693627391815,Married,2,Rent,788,2,1499.2553274425152,4,1,1,Debt Consolidation,7603.000225122227,12,5.856810797735281,0,Applying for debt consolidation to reduce debt load.
281,25,Bachelor,Part-Time,Construction,3,7528.553838660368,Married,1,Living with Parents,637,1,1996.3297302427932,5,0,0,Car Loan,36925.99568869245,72,11.118983871076285,0,"Looking to finance a car because it is a luxury car, and it is the best car to buy."
282,63,Bachelor,Full-Time,Government,9,9866.421557058666,Married,3,Own with Mortgage,728,3,3337.811586958337,15,1,1,Home Purchase,391639.16812265816,360,6.290671669,1,"I am applying for a home loan to purchase a new home, but I have to wait and see if I can get it."
283,25,Master,Full-Time,Other,0,9724.593616178197,Married,3,Own Outright,724,3,1871.709729,0,1,1,Education,21424.99723794754,60,7.055685065997202,0,Applying for student financing for the universityâ€¬s financial aid program.
284,41,High School,Full-Time,Construction,7,7203.039750226077,Single,0,Own with Mortgage,811,0,1297.8270962342112,1,0,1,Personal,6410.289475677506,36,5.846381772539376,0,I need a personal loan for this to be able to pay for the loan.
285,26,Master,Self-Employed,Retail,0,15376.90408826867,Single,0,Own with Mortgage,671,4,4606.128087280072,2,0,0,Education,26520.661730791784,120,8.958211475,1,Applying for student financing for a school district that has not been able to provide the funding for a school district that has not been able to provide the funding
286,62,PhD,Full-Time,Healthcare,29,11029.919302520388,Single,0,Own Outright,772,1,2129.9950298629433,14,0,1,Medical,19727.71336177237,48,5.775847755143836,0,Applying for financing to cover the costs of the project.
287,63,PhD,Full-Time,Construction,15,9584.051275290043,Single,0,Own with Mortgage,788,2,1393.2210138935227,9,0,0,Wedding,22193.051060764017,24,5.231331079,0,"Need funds for a new school, which is expected to be the first in the country to open its doors in the first half of 2017."
288,20,Associate,Part-Time,Other,0,1866.6457402719277,Single,1,Rent,575,3,812.7500312361807,0,1,0,Personal,19386.023163266633,48,15.146717801816532,1,
289,24,Below High School,Full-Time,Services,0,2180.9081258149217,Single,0,Own with Mortgage,634,1,905.7314624712614,6,1,1,Home Purchase,139583.27802895635,360,13.042340682710146,1,I am applying for a home loan to purchase a home in the United States.
290,34,Bachelor,Part-Time,Other,7,5073.327122577695,Single,1,Rent,562,1,2679.4946943496902,4,1,0,Wedding,10866.05204638634,12,14.066912093312922,1,I need a personal loan for me.
291,59,Bachelor,Full-Time,Government,27,10654.65992598439,Divorced,0,Own with Mortgage,730,1,3253.2525676771834,18,1,1,Vacation,18979.620170733164,60,7.098027660284664,0,Need funds for the project.
292,53,High School,Full-Time,Manufacturing,11,7096.897674370301,Widowed,0,Own with Mortgage,666,4,1180.9701593568454,10,1,1,Wedding,25537.823685186024,60,10.365749751749828,0,Applying for financing to cover costs of the project.
293,20,Below High School,Unemployed,Finance,0,4544.769379228929,Single,0,Living with Parents,491,4,2144.6984671591335,1,0,1,Education,76373.83775495346,120,14.359701850036304,1,I need an education loan to pursue a career in the field of finance.
294,27,Associate,Part-Time,Finance,8,4984.773197877796,Single,1,Rent,620,3,1773.0472644834922,6,1,1,Wedding,10851.444375437479,24,11.074000304789982,1,Applying for financing to cover the costs of the project.
295,20,High School,Full-Time,Finance,0,2981.1843109696297,Single,0,Own with Mortgage,544,2,1345.3585544279877,2,1,1,Debt Consolidation,33865.12232396194,36,15.118973983869898,1,
296,42,Below High School,Self-Employed,Other,4,13607.55061516301,Married,3,Own with Mortgage,627,1,5230.950168382433,22,1,0,Car Loan,25905.62447,36,10.557049079553384,1,I need a car loan to buy a vehicle for a living.
297,21,High School,Part-Time,Technology,1,1438.8376333535132,Single,0,Rent,500,3,738.8367218523941,2,0,1,Vacation,24426.774783071876,24,13.863129439116307,1,Need funds for a new project.
298,44,Bachelor,Full-Time,Finance,10,18196.42952704298,Married,2,Rent,713,1,7179.621227755452,23,1,1,Education,28272.669870980255,120,7.752491875283104,1,Need funding for my education in the United States is $1.
299,19,Associate,Full-Time,Manufacturing,0,1910.2860989894757,Married,3,Rent,601,1,666.5357498631146,1,1,0,Business,73741.80457,240,11.205699647194233,1,Seeking financing to start my own project.
300,19,Bachelor,Part-Time,Other,0,2467.3195988572074,Single,0,Rent,636,0,1107.3314418758566,0,0,0,Education,18305.631286593154,84,12.198334626888574,0,I need an education loan to pursue a career in finance.
301,66,Bachelor,Self-Employed,Retail,25,5814.144581650004,Divorced,2,Rent,620,1,1555.5765332538735,12,1,1,Education,62948.24609423246,120,12.64141331417074,1,"Applying for student financing for the stateâ€™s public schools, the stateâ€™s public schools, and the federal governmentâ€™s public schools"
302,61,Bachelor,Full-Time,Government,39,6106.208479181895,Married,2,Living with Parents,688,3,1202.9470635181456,14,1,0,Medical,21328.418332296387,36,9.440052470467833,1,I need a personal loan for my family.
303,45,Below High School,Full-Time,Other,13,8356.741675504903,Married,0,Own Outright,733,1,1992.814171395156,18,0,1,Home Purchase,315413.3368418893,180,5.771010881732824,1,Need mortgage financing for your home.
304,65,High School,Self-Employed,Construction,23,5208.7719773808785,Married,0,Own with Mortgage,636,0,1351.2377595257858,11,0,1,Medical,7913.101187268854,12,13.02264362,1,I need a personal loan for me.
305,26,Bachelor,Part-Time,Healthcare,2,6864.8886535697775,Married,0,Rent,742,2,1839.0628045533829,1,1,1,Education,47065.68227325417,120,8.288587432743478,1,Applying for student financing for the university.
306,36,Bachelor,Full-Time,Construction,4,9030.13118,Married,2,Own with Mortgage,656,2,3410.686576405756,1,0,1,Car Loan,34159.51941329041,48,8.712955659357917,1,I need a car loan to buy a vehicle for a long time.
307,43,Associate,Full-Time,Healthcare,19,13264.151780078933,Married,1,Own Outright,776,0,2005.428085509408,16,1,1,Education,29876.750466670805,84,3.590047045728566,0,Applying for student financing for a project.
308,42,Bachelor,Part-Time,Healthcare,0,6637.0962189633865,Married,3,Rent,716,0,1130.0296966214266,21,1,1,Home Purchase,440403.0032125685,360,6.714175191488976,0,Need mortgage financing for your home.
309,52,High School,Part-Time,Other,2,3703.0635082563585,Married,1,Own with Mortgage,644,3,966.1917385792556,25,1,1,Business,161268.47661225862,180,11.635209257983512,1,
310,23,Below High School,Full-Time,Technology,2,1886.8265068491637,Single,0,Rent,549,2,1113.9458348010783,5,1,1,Personal,28517.209158144433,36,13.69090004004377,1,I need a personal loan for me.
311,49,Associate,Unemployed,Construction,0,4935.985240138303,Married,2,Own with Mortgage,602,1,1308.1945780978315,18,0,0,Debt Consolidation,28054.189006549794,48,13.004920755632329,1,I want to consolidate my debts to the people of the country.
312,40,Bachelor,Self-Employed,Retail,10,10783.853472810664,Married,2,Rent,728,1,1811.9147501952357,20,1,1,Home Purchase,174939.8547178405,180,8.369504195,0,Looking to buy a house for my family because they are going to be very upset.
313,47,Bachelor,Full-Time,Retail,13,9889.929926188006,Married,2,Own with Mortgage,736,1,1841.635566751488,4,0,1,Home Purchase,353535.6659969887,180,6.773893479370873,1,
314,64,Associate,Full-Time,Other,35,8900.541580717168,Married,2,Own Outright,706,0,2969.6165743623246,18,0,1,Personal,12512.234640010809,24,7.877564175888757,0,Applying for financing to cover the costs associated with the project.
315,19,High School,Part-Time,Education,0,1291.249564191744,Single,0,Rent,555,3,709.0480683663475,0,0,1,Personal,12057.578000284992,24,17.836593258118008,1,I need a personal loan for me.
316,46,Bachelor,Contract,Healthcare,15,13812.21904849731,Married,2,Own with Mortgage,658,2,2298.728387565379,27,0,1,Home Purchase,421434.6658432537,360,9.335365943,0,Need mortgage financing for the remainder of this year.
317,23,Bachelor,Full-Time,Healthcare,0,3609.9287333770885,Single,0,Living with Parents,601,0,1143.0201934220006,5,1,1,Education,20787.883060031454,60,13.771638815650077,0,Need funding for my education in the United States is $10 million.
318,64,High School,Part-Time,Government,32,4004.9969975537406,Single,0,Rent,681,2,839.2298804,23,1,0,Home Improvement,7486.0348189836295,24,10.027934261494806,0,Applying for financing to cover the cost of the project.
319,48,Bachelor,Self-Employed,Finance,8,9787.090261494435,Widowed,0,Own with Mortgage,717,3,3239.0443158249714,7,1,1,Vacation,27636.71730343539,48,7.251499817876268,1,Need funds for the construction of a new subway station.
320,50,Bachelor,Full-Time,Finance,5,6944.047540451731,Married,0,Own with Mortgage,717,1,1062.7074435865852,21,1,1,Wedding,29246.970667690977,36,8.173429341094213,0,I need a personal loan for my family.
321,33,Associate,Part-Time,Services,4,3119.3913820069574,Divorced,1,Own with Mortgage,572,4,1593.7243999536702,4,0,1,Wedding,27270.803707240837,12,16.215125817491515,1,Applying for financing to cover the costs of the project.
322,29,Associate,Unemployed,Construction,0,886.5562676132243,Single,0,Own with Mortgage,523,2,535.0902838315153,10,1,1,Education,26674.12199373288,120,15.828563706453167,1,Need funding for my education in the past few years.
323,24,High School,Full-Time,Retail,1,3346.8051154789855,Single,0,Rent,572,4,906.0172309533432,6,1,0,Debt Consolidation,20065.506885080562,36,17.449517253668294,1,"I want to consolidate my debts to the people of the United States,"" he said."
324,53,High School,Self-Employed,Construction,13,7637.914508143769,Married,1,Rent,707,3,2124.514954455694,21,1,1,Business,97280.45556334697,360,6.811496166,0,Applying for business credit to the lender.
325,48,Associate,Full-Time,Technology,7,5124.759223215741,Married,0,Own with Mortgage,628,2,1755.9509984283197,24,0,0,Medical,12338.369811466511,12,11.331123475843182,1,Applying for financing to cover the costs of the project.
326,18,High School,Part-Time,Retail,0,1554.8255036001087,Single,1,Living with Parents,546,2,669.9372717010573,0,1,1,Business,79886.52645531652,240,13.728760073892017,0,Applying for business credit to the bank account is not permitted under the Federal Deposit Insurance Corporation Act.
327,31,Associate,Part-Time,Manufacturing,5,4490.999096782708,Single,0,Own with Mortgage,619,3,2392.6844969692124,2,0,1,Medical,9160.485948290068,24,10.60823891111213,1,Need funds for the next six months.
328,23,Bachelor,Full-Time,Technology,1,2766.3001195323045,Married,0,Living with Parents,554,2,1093.258880159734,2,0,0,Car Loan,32993.34048929409,36,17.01129540433311,0,I need a car loan to buy a vehicle for the next year.
329,45,Master,Self-Employed,Manufacturing,23,12904.174278553854,Single,0,Own Outright,732,0,2150.039726520407,12,0,0,Business,159140.13366820232,120,7.845879931473878,0,
330,69,Associate,Part-Time,Education,30,2563.1494042592203,Divorced,0,Own Outright,736,1,979.9486642996332,8,0,0,Business,91364.64400657857,360,8.026976514249803,0,
331,69,Associate,Full-Time,Construction,13,9039.682988,Widowed,2,Own with Mortgage,743,0,2835.095920509024,27,0,1,Vacation,11831.488174955233,48,5.9531736753427005,0,I need a personal loan for me.
332,36,Bachelor,Full-Time,Healthcare,3,7686.623692855833,Single,0,Own with Mortgage,746,1,1700.4212533466532,15,1,1,Home Purchase,257551.4877242003,120,7.117483830025764,0,I am applying for a home loan to purchase a home.
333,25,Associate,Full-Time,Other,1,7117.984312102415,Married,3,Rent,665,2,2161.9992282763237,0,1,1,Home Purchase,255129.05863680015,120,7.852781110555603,0,"Need mortgage financing for home buyers is under way, and the new rules will allow lenders to charge more for mortgage loans, according to a report from"
334,23,High School,Full-Time,Retail,4,2846.5789370364123,Single,0,Rent,532,3,1114.7374962899323,0,1,1,Home Improvement,24117.97853690698,60,16.047269550186655,1,Applying for financing to cover expenses incurred by the government of the project.
335,59,Associate,Self-Employed,Construction,26,12501.880748488804,Divorced,2,Living with Parents,697,2,4380.169155352808,5,0,0,Wedding,18467.504652284642,48,8.43514581,1,Applying for financing to cover the costs of the project.
336,67,High School,Self-Employed,Manufacturing,34,7213.414840131774,Married,0,Own Outright,676,2,2029.6829356863725,4,1,0,Home Purchase,161164.25686235778,120,8.854775661174708,0,I am applying for a home loan to purchase a new home.
337,34,High School,Self-Employed,Services,9,11565.633797947978,Single,0,Own with Mortgage,666,2,3802.741228002434,15,0,1,Wedding,12047.976072618228,24,8.167540956568132,0,Applying for financing to cover the costs of the loan.
338,67,Bachelor,Full-Time,Technology,27,8342.282155,Married,3,Rent,655,2,2920.8280804607925,6,1,1,Medical,10757.98292,12,9.104367996695974,1,Need funds for the development of the new game.
339,19,Bachelor,Part-Time,Services,0,1554.2184186125285,Single,0,Rent,539,1,795.0373293444871,1,1,1,Car Loan,25684.250556260256,36,14.490481653378207,1,I need a car loan to buy a vehicle for a living.
340,51,Associate,Full-Time,Government,23,6379.896238312325,Widowed,0,Rent,759,2,1253.7416053724658,2,0,1,Home Improvement,10373.509464768918,24,4.1556601107495625,0,I need a personal loan for my house.
341,19,Associate,Full-Time,Construction,0,2931.619692479224,Single,0,Rent,632,0,1585.3856552756165,0,0,1,Home Purchase,105583.91739162193,180,10.092744047172106,1,I am applying for a home loan to purchase a new home.
342,60,High School,Unemployed,Manufacturing,0,4718.944446,Married,3,Own Outright,629,2,1435.4862455718446,9,1,1,Car Loan,29229.873276692182,36,13.164016296261629,1,"I need a car loan to buy a vehicle for a living,â€ he said."
343,45,Bachelor,Full-Time,Services,4,13721.46002877144,Married,1,Own Outright,699,2,3792.298566786545,22,0,0,Vacation,8601.96965,12,8.457741463,0,Need funds for the project.
344,22,High School,Part-Time,Manufacturing,3,1774.8481271160479,Single,0,Rent,540,0,1187.886499218827,4,1,1,Wedding,28651.890451720785,48,13.920957146475482,1,I need a personal loan for me.
345,20,Bachelor,Part-Time,Services,0,1224.4748186918976,Single,0,Rent,517,1,485.3484350129593,2,0,1,Medical,18328.03698741037,12,13.404454344441765,1,I need a personal loan for a few months.
346,34,High School,Full-Time,Services,9,5421.241828878159,Married,0,Rent,592,1,2082.459990015893,2,0,0,Medical,28360.01080871316,36,14.24378053664072,1,I need a personal loan for me.
347,27,Bachelor,Full-Time,Healthcare,1,12998.84407484947,Married,1,Own with Mortgage,674,1,3343.4214181769185,3,1,1,Vacation,21915.28620407709,24,9.298042839051533,1,I need a personal loan for the next two years.
348,19,Bachelor,Part-Time,Services,0,1206.5159976867335,Single,0,Rent,480,3,561.3756445303196,1,1,1,Home Purchase,136995.4549382916,120,16.68618901116769,1,I am applying for a home loan to purchase a home in the United States.
349,22,Associate,Full-Time,Government,1,2335.286279639936,Single,0,Own with Mortgage,643,0,1216.9580054026103,2,1,1,Home Purchase,165370.67533980042,360,13.240612839584687,1,Need mortgage financing for the year 2018-19.
